Type de logement,Zonage (Classification),Façade (en pieds),Superficie du lot (pieds²),Type de route,Forme du lot,Topographie du terrain,Services publics disponibles,Configuration du lot,Inclinaison du terrain,Quartier,Proximité (1ère condition),Proximité (2e condition),Type de bâtiment,Style de maison,Qualité globale,État général,Style de toit,Matériau du toit,Revêtement extérieur (1),Revêtement extérieur (2),Type de parement en maçonnerie,Surface de parement (pieds²),Qualité extérieure,État extérieur,Type de fondation,Qualité du sous-sol,État général du sous-sol,Exposition du sous-sol,Type de finition sous-sol (1),Surface non finie sous-sol,Type de chauffage,Qualité du chauffage,Climatisation centrale,Système électrique,Surface finie basse qualité (pieds²),Chambres (hors sous-sol),Cuisines (hors sous-sol),Qualité de la cuisine,Total des pièces (hors sous-sol),Fonctionnalité globale,Nombre de cheminées,Qualité de la cheminée,Type de garage,Finition intérieure du garage,Capacité du garage (voitures),Qualité du garage,Allée pavée,Surface de la piscine (pieds²),Valeur des caractéristiques supplémentaires,Mois de vente,Type de vente,Condition de la vente,Prix de vente,Âge de la maison,Rénovation de la maison,Surface totale (pieds²),Surface totale,Total des salles de bain,Surface totale des porches (pieds²)
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,85.0,11049,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Très bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Bon,Moyen,PConc,Excellent,Moyen,Exposition au niveau moyen,Non fini,1234,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,0,Pas de cheminée,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Janvier,Acte de garantie - Conventionnel,Vente normale,12.100161978566867,1,1,1234,2468,2.0,30
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,70.0,10552,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Moyenne,Pente,Bardeau composite standard,Brique apparente,Brique apparente,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,380,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,4,1,Bon,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Avril,Acte de garantie - Conventionnel,Vente normale,12.016732516077072,51,51,2718,3098,2.0,38
1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel basse densité,60.0,7313,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge Heights,Normale,Normale,Maison de ville (bout),Un étage,Excellent,Moyenne,Pente,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Briques en façade,246.0,Excellent,Moyen,PConc,Excellent,Moyen,Aucune exposition,Fini - Excellent,408,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,2,1,Excellent,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Août,Acte de garantie - Conventionnel,Vente normale,12.533579815765737,2,2,2714,3122,3.0,250
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,108.0,13418,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge Heights,Normale,Normale,Maison individuelle,Deux étages,Très bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Pierre,132.0,Bon,Moyen,PConc,Excellent,Moyen,Exposition au niveau moyen,Non fini,1117,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,4,1,Bon,9,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,"Garage intégré (fait partie de la maison, souvent avec une pièce au-dessus)",Aménagé,3,Moyen,Pavé,0,0,Septembre,Acte de garantie - Conventionnel,Vente normale,12.6410997921206,2,1,2452,3569,3.5,145
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,112.0,10859,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Moyen,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,1097,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Moyen,6,Typ,0,Pas de cheminée,Attaché à la maison,Non aménagé,2,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,11.884495917930655,15,14,1097,2194,1.5,456
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,74.0,8532,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Au-dessus de la moyenne,Pente,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Briques en façade,650.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,84,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,3,1,Moyen,5,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Octobre,Acte de garantie - Conventionnel,Vente normale,11.938199736300925,55,19,2510,2594,1.5,0
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,68.0,7922,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Bon,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Moyen,Bon,CBlock,Moyen,Moyen,Aucune exposition,Fini - Excellent,326,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,3,1,Bon,5,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,1,Moyen,Pavé,0,0,Janvier,Acte de garantie - Conventionnel,Vente anormale,11.599112335481124,57,3,1788,2114,2.0,52
DUPLEX - TOUS STYLES ET ÂGES,Résidentiel basse densité,65.0,6040,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Normale,Normale,Duplex,Un étage,En dessous de la moyenne,Moyenne,Pignon,Bardeau composite standard,Bardeaux en amiante,Contreplaqué,Aucune,0.0,Moyen,Moyen,PConc,Non applicable,Non applicable,Aucune exposition,Non fini,0,Chauffage à gaz,Moyen,Non,Fusibles et câblage de mauvaise qualité,0,2,2,Médiocre,6,Typ,0,Pas de cheminée,Pas de garage,Pas de garage,0,Non applicable,Gravier/Terre,0,0,Juin,Acte de garantie - Conventionnel,Achat terrain adjoint,11.314486721293981,53,53,1152,1152,2.0,0
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,84.0,8658,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Briques en façade,101.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,445,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Moyen,6,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Décembre,Acte de garantie - Conventionnel,Vente anormale,11.982935344196433,41,41,1967,2412,2.0,138
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,115.0,16905,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Timberland,Normale,Normale,Maison individuelle,Un étage,Moyenne,Au-dessus de la moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Moyen,Bon,CBlock,Moyen,Moyen,Bonne exposition,Partiellement fini,383,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,2,1,Moyen,5,Typ,2,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Partiellement aménagé,1,Moyen,Pavement partiel,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,12.04355959836804,48,48,2295,2678,2.0,104
FOYER DIVISÉ,Résidentiel basse densité,0.0,9180,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Sawyer Ouest,Normale,Normale,Maison individuelle,Foyer divisé,Moyenne,Bon,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Aucune,0.0,Moyen,Moyen,CBlock,Bon,Moyen,Exposition au niveau moyen,Fini - Moyenne,0,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,2,1,Bon,5,Typ,0,Pas de cheminée,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Décembre,Acte de garantie - Conventionnel,Vente normale,11.87757552297847,24,24,1724,1724,2.0,240
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,0.0,9200,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Moyenne,Au-dessus de la moyenne,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Moyen,Moyen,CBlock,Bon,Moyen,Exposition au niveau moyen,Fini - Qualité inférieure,167,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,3,1,Moyen,5,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,1,Moyen,Pavé,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,11.777218637129327,33,28,1709,1876,2.0,145
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,70.0,7945,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Au-dessus de la moyenne,Pignon,Bardeau composite standard,Brique apparente,Revêtement en bois,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,465,Chauffage à gaz,Excellent,Oui,Fusibles anciens,0,3,1,Moyen,6,Typ,0,Pas de cheminée,Attaché à la maison,Partiellement aménagé,1,Moyen,Pavé,0,0,Mai,Acte de garantie - Conventionnel,Vente normale,11.856522261533737,47,47,1835,2300,2.0,0
1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel basse densité,61.0,7658,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge Heights,Normale,Normale,Maison de ville (bout),Un étage,Excellent,Moyenne,Pente,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Briques en façade,412.0,Excellent,Moyen,PConc,Excellent,Moyen,Aucune exposition,Fini - Excellent,1296,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,2,1,Excellent,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Février,Acte de garantie - Conventionnel,Vente normale,12.675766851909591,5,5,2208,3504,3.0,278
1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,48.0,12822,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Mitchell,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Bon,Moyen,PConc,Excellent,Moyen,Aucune exposition,Fini - Excellent,83,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,1,1,Bon,6,Typ,1,Excellent - Cheminée en maçonnerie exceptionnelle,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Août,Acte de garantie - Conventionnel,Vente anormale,12.387089184491993,6,6,3500,3583,2.5,409
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel flottant,84.0,11096,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison individuelle,Un étage,Très bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,1632,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,0,Pas de cheminée,Attaché à la maison,Partiellement aménagé,3,Moyen,Pavé,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,12.428019481065613,1,1,1680,3312,2.0,146
CONVERSION 2 FAMILLES - TOUS STYLES ET ÂGES,Résidentiel densité moyenne,33.0,4456,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Conversion deux familles,Deux étages,En dessous de la moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0.0,Moyen,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Non fini,736,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,2,3,Moyen,8,Typ,0,Pas de cheminée,Pas de garage,Pas de garage,0,Non applicable,Gravier/Terre,0,0,Juin,Maison neuve construite et vendue,Maison incomplète,11.635151947212842,89,1,1452,2188,2.0,102
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,66.0,7742,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer,Normale,Normale,Maison individuelle,Un étage,Moyenne,Bon,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Partiellement fini,192,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Moyen,6,Typ,0,Pas de cheminée,Attaché à la maison,Non aménagé,1,Moyen,Pavé,0,0,Janvier,Acte de garantie - Conventionnel,Vente normale,11.751950239425476,41,41,1718,1910,2.0,0
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,0.0,13869,Pavé,Modérément irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Gilbert,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Au-dessus de la moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Moyen,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,612,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,3,1,Moyen,6,Typ,0,Pas de cheminée,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,12.083910661257521,10,10,1652,2264,2.5,75
1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,52.0,6240,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Brookside,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Au-dessus de la moyenne,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0.0,Moyen,Moyen,PConc,Moyen,Moyen,Aucune exposition,Non fini,816,Chauffage à gaz,Moyen,Oui,Disjoncteurs,360,3,1,Moyen,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Détaché de la maison,Non aménagé,2,Moyen,Pavé,0,400,Septembre,Acte de garantie - Conventionnel,Vente normale,11.648338835562747,72,56,816,1992,1.0,112
DUPLEX - TOUS STYLES ET ÂGES,Résidentiel densité moyenne,110.0,8472,Gravier,Modérément irrégulier,Bordure - Montée rapide,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente modérée,Iowa DOT et chemin de fer,À moins de 200 pieds d'une voie ferrée nord-sud,Normale,Duplex,Un étage,Moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0.0,Médiocre,Moyen,CBlock,Bon,Moyen,Bonne exposition,Fini - Qualité inférieure,0,Chauffage à gaz,Moyen,Non,Disjoncteurs,0,2,1,Moyen,5,Typ,0,Pas de cheminée,Abris voiture,Non aménagé,2,Moyen,Pavé,0,0,Mai,Acte de garantie - Conventionnel,Vente normale,11.608244735642321,47,47,1632,1632,2.0,106
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,68.0,50271,Pavé,Légèrement irrégulier,Dépression,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Veenker,Normale,Normale,Maison individuelle,Un étage,Excellent,Moyenne,Pignon,Bardeau en bois,Bardeaux en bois,Bardeaux en bois,Aucune,0.0,Bon,Moyen,CBlock,Excellent,Moyen,Bonne exposition,Fini - Excellent,32,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,0,1,Bon,5,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Aménagé,3,Moyen,Pavé,0,0,Novembre,Acte de garantie - Conventionnel,Vente normale,12.861001210669146,25,19,3652,3684,2.5,929
NIVEAUX MULTIPLES OU PARTIELS,Résidentiel basse densité,60.0,7134,Pavé,Régulier,Bordure - Montée rapide,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente modérée,North Ames,Normale,Normale,Maison individuelle,Niveaux divisés,Moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,3,1,Moyen,6,Min1,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Détaché de la maison,Non aménagé,2,Moyen,Pavé,0,0,Février,Acte de garantie - Conventionnel,Vente normale,11.775297421715827,52,52,1744,1744,1.0,50
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,100.0,10175,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,Pignon,Bardeau composite standard,Panneau dur,Contreplaqué,Briques en façade,272.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Partiellement fini,935,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,3,1,Moyen,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,12.103491596905931,44,44,1915,2850,2.0,407
2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel flottant,24.0,2645,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison de ville (intérieur),Deux étages,Très bon,Moyenne,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Briques en façade,456.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,321,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,0,Pas de cheminée,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Août,Acte de garantie - Conventionnel,Vente anormale,12.058158312538197,10,9,2388,2709,3.5,115
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,89.0,11645,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,College Creek,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,860,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,0,Pas de cheminée,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Août,Acte de garantie - Conventionnel,Vente normale,12.188422799337028,2,2,1720,2580,2.5,70
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,66.0,13682,Pavé,Modérément irrégulier,En pente - Forte inclinaison,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Stone Brook,Normale,Normale,Maison individuelle,Deux étages,Très excellent,Moyenne,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,1031.0,Excellent,Moyen,PConc,Excellent,Moyen,Bonne exposition,Non fini,1410,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,10,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,"Garage intégré (fait partie de la maison, souvent avec une pièce au-dessus)",Aménagé,3,Moyen,Pavé,0,0,Octobre,Maison neuve construite et vendue,Maison incomplète,12.991755706536901,0,0,2945,4355,3.5,229
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,60.0,7200,Pavé,Régulier,Bordure - Montée rapide,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Moyenne,Bon,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Exposition au niveau moyen,Fini - Moyenne,148,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,2,1,Moyen,4,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,1,Moyen,Pavé,0,0,Janvier,Acte de garantie - Conventionnel,Vente normale,11.735276702486741,36,36,1412,1560,1.0,196
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,63.0,13072,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer Ouest,Adjacente à une voie ferrée est-ouest,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Moyen,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Moyenne,217,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,5,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,2,Moyen,Pavé,0,0,Mai,Maison neuve construite et vendue,Maison incomplète,11.970356641102999,2,2,2099,2316,2.5,50
2 ÉTAGES ET DEMI - TOUS ÂGES,Résidentiel densité moyenne,60.0,7200,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Iowa DOT et chemin de fer,Normale,Normale,Maison individuelle,"Deux étages et demi, non aménagé",Moyenne,Bon,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0.0,Moyen,Moyen,BrkTil,Moyen,Médiocre,Aucune exposition,Non fini,530,Chauffage à gaz,Moyen,Non,Disjoncteurs,0,3,1,Médiocre,6,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,1,Moyen,Gravier/Terre,0,0,Mars,Acte de garantie - Conventionnel,Vente normale,11.522885696764481,87,11,1111,1641,1.0,144
